RGB

Bleu
27,34,69
32,62,82
28,59,77
29,59,81
36,60,64
30,60,81
34,60,76
31,62,79
31,63,83
Moyenne : 31,61,77

Rouge
180,46,41
185,49,37
184,39,38
184,47,36
187,47,40
186,46,34
189,50,38
188,50,31
189,50,33
Moyenne : 186,47,36

Vert
57,139,48
61,144,45
62,143,49
62,145,47
59,140,48
63,146,49
62,145,49
59,139,50
59,139,46
67,154,55
Moyenne : 61,143,48

Orange
193,84,41
188,84,38
195,90,35
164,84,33
177,53,32
159,82,36
197,84,41
197,89,42
192,84,40
195,86,36
185,63,35
Moyenne : 185,80,37
